Word;Coefficient;Target
c__ c_endurescopyright;-12,2441794966;High
c_dark c_net;-10,7008200377;High
c__ c_endurescopyright c_associ;-12,2441794966;High
c_brian c_kelli;-10,8146129502;High
c____ c_bitcoin;-12,2441794966;High
t_top t_technolog;-10,826640615;High
c____ c_bitcoin c_futur;-12,2441794966;High
c_game c_throne;-10,8339288361;High
c____ c_indian;-12,2441794966;High
c_mobil c_payment;-10,8439154165;High
c____ c_p c_bitcoin;-12,2441794966;High
t_top t_technolog t_news;-10,8473772475;High
c____ c_p c_britain;-12,2441794966;High
t_technolog t_news;-10,8473772475;High
c____ c_p c_british;-12,2441794966;High
t_ap t_top t_technolog;-10,8473772475;High
c____ c_p c_cyberattack;-12,2441794966;High
c_net c_neutral;-10,8740144363;High
c____ c_p c_first;-12,2441794966;High
c_sponsor c_mind c_master;-10,8751519286;High
c____ c_p c_franc;-12,2441794966;High
c_sponsor c_mind;-10,8751519286;High
c____ c_p c_romania;-12,2441794966;High
c_paper c_open;-10,8751519286;High
c____ c_p c_russia;-12,2441794966;High
c_mind c_master c_machin;-10,8751519286;High
c____ c_p c_spain;-12,2441794966;High
c_mind c_master;-10,8751519286;High
c____ c_p c_spanish;-12,2441794966;High
c_master c_machin c_call;-10,8751519286;High
c__ c_endurescopyright;-12,2778822137;Highest
c_bad c_rabbit;-10,7394537306;Highest
c__ c_endurescopyright c_associ;-12,2778822137;Highest
c_bitcoin c_gold;-10,7685281482;Highest
c___ c_hous;-12,2778822137;Highest
c_well c_fargo;-10,9089586148;Highest
c___ c_hous c_speaker;-12,2778822137;Highest
t_top t_technolog t_news;-10,9265409986;Highest
c___ c_p;-12,2778822137;Highest
t_technolog t_news;-10,9265409986;Highest
c___ c_p c_presid;-12,2778822137;Highest
t_ap t_top t_technolog;-10,9265409986;Highest
c___ c_p c_white;-12,2778822137;Highest
t_top t_technolog;-10,928450625;Highest
c___ c_presid;-12,2778822137;Highest
c_imag c_reuter;-10,9809889262;Highest
c___ c_presid c_donald;-12,2778822137;Highest
c_vollständigen c_artikel c_lesen;-10,9953279722;Highest
c___ c_son;-12,2778822137;Highest
c_vollständigen c_artikel;-10,9953279722;Highest
c___ c_son c_law;-12,2778822137;Highest
c_den c_vollständigen c_artikel;-10,9953279722;Highest
c____ c_congression;-12,2778822137;Highest
c_den c_vollständigen;-10,9953279722;Highest
c____ c_congression c_investig;-12,2778822137;Highest
c_artikel c_lesen;-10,9953279722;Highest
c____ c_indian;-12,2778822137;Highest
t_bitcoin t_surg;-11,0195253413;Highest
c____ c_presid;-12,2778822137;Highest
c_contract c_trade;-11,032762886;Highest
c__ c_endurescopyright;-12,2436210412;Low
c_financialbuzz c_com;-10,6423702736;Low
c__ c_endurescopyright c_associ;-12,2436210412;Low
c_econom c_forum;-10,6676250951;Low
c___ c_hous;-12,2436210412;Low
c_world c_econom c_forum;-10,6684845218;Low
c___ c_hous c_speaker;-12,2436210412;Low
c_businesswir c_com;-10,7339402042;Low
c___ c_p;-12,2436210412;Low
c_motley c_fool;-10,7868159356;Low
c___ c_p c_presid;-12,2436210412;Low
c_dr c_wright;-10,8310250156;Low
c___ c_p c_white;-12,2436210412;Low
c_guy c_adami;-10,917472502;Low
c___ c_presid;-12,2436210412;Low
c_well c_fargo;-10,9452710676;Low
c___ c_presid c_donald;-12,2436210412;Low
c_block c_chain;-10,9539899313;Low
c___ c_son;-12,2436210412;Low
c_www c_facebook c_com;-10,9636887747;Low
c___ c_son c_law;-12,2436210412;Low
c_www c_facebook;-10,9636887747;Low
c____ c_bitcoin;-12,2436210412;Low
c_facebook c_com;-10,9739947845;Low
c____ c_bitcoin c_futur;-12,2436210412;Low
c_europol c_said;-10,986492091;Low
c____ c_congression;-12,2436210412;Low
c_busi c_wire;-10,9880916066;Low
c____ c_congression c_investig;-12,2436210412;Low
c_brian c_kelli;-11,0002730298;Low
c__ c_pic;-12,2209152861;Lowest
c_ice c_tea;-10,7018279046;Lowest
c__ c_pic c_twitter;-12,2209152861;Lowest
c_long c_blockchain;-10,847393007;Lowest
c___ c_hous;-12,2209152861;Lowest
c_island c_ice c_tea;-10,9302405838;Lowest
c___ c_hous c_speaker;-12,2209152861;Lowest
c_island c_ice;-10,9302405838;Lowest
c___ c_p;-12,2209152861;Lowest
c_long c_island;-10,9476597943;Lowest
c___ c_p c_presid;-12,2209152861;Lowest
c_nhs c_digit;-10,9917094712;Lowest
c___ c_p c_white;-12,2209152861;Lowest
c_net c_neutral;-10,9972701282;Lowest
c___ c_presid;-12,2209152861;Lowest
c_long c_island c_ice;-11,0006347685;Lowest
c___ c_presid c_donald;-12,2209152861;Lowest
c_chang c_name;-11,0781385745;Lowest
c___ c_son;-12,2209152861;Lowest
c_riot c_blockchain;-11,0827189098;Lowest
c___ c_son c_law;-12,2209152861;Lowest
c_suspend c_trade;-11,0834516408;Lowest
c____ c_bitcoin;-12,2209152861;Lowest
c_around c_gmt;-11,1047918309;Lowest
c____ c_bitcoin c_futur;-12,2209152861;Lowest
c_press c_confer;-11,1097045933;Lowest
c____ c_congression;-12,2209152861;Lowest
c_justic c_ministri;-11,1205285656;Lowest
c____ c_congression c_investig;-12,2209152861;Lowest
t_est t_sourc;-11,1236043284;Lowest
